canonical_name           common_name         start      stop direction
rrnac1761      atoE              1571945   1570545       rev
rrnac1762      serA2             1572105   1573073       for
rrnac1764      rrnAC1764         1574076   1573102       rev
rrnac1765      tenA              1574196   1574852       for
rrnac1766      rrnAC1766         1574566   1575588       for
rrnac1767      tenA-2            1574852   1575616       for
rrnac1769      putP-2            1575620   1577125       for
rrnac1770      rrnAC1770         1577125   1577250       for
rrnac1771      rrnAC1771         1577336   1577728       for
rrnac1772      psmA1             1578481   1577792       rev
rrnac1773      psmA2             1579215   1578484       rev
rrnac1774      rrnAC1774         1579695   1579288       rev
rrnac1775      rrnAC1775         1579722   1580441       for
rrnac1776      dcd2              1580514   1581143       for
rrnb0172       rrnB0172           135220    134717       rev
rrnac1727      rrnAC1727         1539242   1539670       for
rrnac1728      rrnAC1728         1539743   1540657       for
rrnac1729      valS              1540858   1543560       for
rrnac1730      rrnAC1730         1543656   1543829       for
rrnac1731      rrnAC1731         1544639   1543872       rev
rrnac1732      rrnAC1732         1544806   1545711       for
rrnac1733      rrnAC1733         1546047   1547030       for
rrnac1734      rrnAC1734         1547358   1547038       rev
rrnac1735      rrnAC1735         1547557   1548135       for
rrnac1736      rrnAC1736         1548195   1547656       rev
rrnac1737      rrnAC1737         1548185   1550176       for
rrnac1738      rrnAC1738         1550948   1550202       rev
rrnac1739      rrnAC1739         1551130   1551810       for
rrnac1740      mvaS              1551912   1553246       for
rrnac1741      rrnAC1741         1553703   1554455       for
rrnac1742      rrnAC1742         1554455   1553751       rev
rrnac1743      rrnAC1743         1554993   1554511       rev
rrnac1744      rfcB              1555155   1556678       for
rrnac1745      yckA-2            1557662   1556685       rev
rrnac1747      glnQ1             1558418   1557669       rev
rrnac1749      glnH2             1559095   1558418       rev
rrnac1750      argT              1559899   1559102       rev
rrnac1751      ccp               1560448   1559963       rev
rrnb0171       rrnB0171           134664    133831       rev
rrnac1702      rrnAC1702         1522392   1521178       rev
rrnac1703      rrnAC1703         1523268   1522915       rev
rrnac1704      rrnAC1704         1524092   1523319       rev
rrnac1705      moeA1             1524194   1525219       for
rrnac1706      pgp               1525857   1525213       rev
rrnac1707      cad               1526673   1526398       rev
rrnac1708      hemA              1527803   1526718       rev
rrnac1709      hemX              1528705   1528061       rev
rrnac1711      NirH              1529807   1528755       rev
rrnac1712      rrnAC1712         1530003   1530206       for
rrnac1713      rrnAC1713         1530625   1530218       rev
rrnac1714      cspD5             1530993   1530802       rev
rrnac1715      cspD1             1531190   1530999       rev
rrnac1716      uppS              1531306   1532229       for
rrnac1717      rrnAC1717         1532362   1532240       rev
rrnac1718      rrnAC1718         1533230   1534291       for
rrnac1719      rimI              1534291   1534704       for
rrnac1720      dnaG              1536041   1534707       rev
rrnac1721      rrnAC1721         1536930   1536223       rev
rrnac1722      csaA              1536982   1537323       for
rrnac1724      rrnAC1724         1537402   1537608       for
rrnac1725      rrnAC1725         1537656   1537390       rev
rrnac1726      panF              1537655   1539136       for
rrnb0170       rrnB0170           133413    133562       for
rrnac1676      tnp               1502188   1500842       rev
rrnac1677      rrnAC1677         1502815   1502940       for
rrnac1678      rrnAC1678         1502840   1503202       for
rrnac1680      pfdB              1503425   1503850       for
rrnac1681      rrnAC1681         1503858   1504091       for
rrnac1682      rrnAC1682         1504480   1504151       rev
rrnac1683      rrnAC1683         1505083   1504556       rev
rrnac1684      rrnAC1684         1505401   1505859       for
rrnac1685      rrnAC1685         1505925   1505476       rev
rrnac1686      rrnAC1686         1505906   1506577       for
rrnac1687      boa               1506671   1509121       for
rrnac1688      rrnAC1688         1509224   1509520       for
rrnac1689      rrnAC1689         1509951   1510916       for
rrnac1690      leuA1             1512500   1510995       rev
rrnac1691      rrnAC1691         1513125   1512700       rev
rrnac1692      rrnAC1692         1513124   1513666       for
rrnac1693      rrnAC1693         1513830   1514831       for
rrnac1694      guaA2             1514904   1515470       for
rrnac1696      rrnAC1696         1515529   1517382       for
rrnac1698      moxR2             1517626   1518570       for
rrnac1699      rrnAC1699         1518980   1518573       rev
rrnac1700      rrnAC1700         1520405   1518990       rev
rrnac1701      hat6              1520626   1521150       for
rrnb0169       rrnB0169           133070    133216       for
rrnac1652      trkA5             1484082   1483621       rev
rrnac1653      asnC3             1484701   1484213       rev
rrnac1654      rrnAC1654         1485423   1484854       rev
rrnac1655      nosF-2            1486094   1485423       rev
rrnac1656      rrnAC1656         1487065   1486169       rev
rrnac1657      aspS              1487258   1488559       for
rrnac1658      rrnAC1658         1489218   1489039       rev
rrnac1659      hop               1490181   1489354       rev
rrnac1660      yafB-3            1491111   1490353       rev
rrnac1661      rrnAC1661         1490665   1491411       for
rrnac1662      rrnAC1662         1491594   1491190       rev
rrnac1663      boa               1494617   1491708       rev
rrnac1664      rrnAC1664         1495267   1494644       rev
rrnac1665      rrnAC1665         1495998   1495267       rev
rrnac1666      rrnAC1666         1495981   1496580       for
rrnac1667      rrnAC1667         1496879   1496631       rev
rrnac1668      rpoP              1497121   1496990       rev
rrnac1669      rpl37AE           1497498   1497151       rev
rrnac1670      rrnAC1670         1497532   1498173       for
rrnac1671      rrnAC1671         1498926   1498201       rev
rrnac1672      rrnAC1672         1499824   1498991       rev
rrnac1673      rrnAC1673         1499983   1500282       for
rrnac1674      rrnAC1674         1500282   1500788       for
rrnb0168       rrnB0168           131974    132873       for
rrnac1628      rrnAC1628         1459639   1459851       for
rrnac1629      rrnAC1629         1461085   1460078       rev
rrnac1630      hlx6              1461978   1461571       rev
rrnac1631      rrnAC1631         1462353   1462787       for
rrnac1632      rrnAC1632         1462803   1463231       for
rrnac1633      rrnAC1633         1463450   1463692       for
rrnac1634      rrnAC1634         1464285   1464037       rev
rrnac1635      rrnAC1635         1464379   1464612       for
rrnac1636      rrnAC1636         1464664   1465311       for
rrnac1637      rrnAC1637         1466448   1465348       rev
rrnac1638      rrnAC1638         1467634   1466531       rev
rrnac1639      smc2              1471196   1467612       rev
rrnac1640      rrnAC1640         1471565   1471221       rev
rrnac1641      rrnAC1641         1472393   1471635       rev
rrnac1642      gatB              1472511   1474025       for
rrnac1643      rrnAC1643         1474416   1474084       rev
rrnac1644      rrnAC1644         1475363   1474551       rev
rrnac1645      topA              1475320   1479411       for
rrnac1646      rrnAC1646         1479618   1479430       rev
rrnac1647      rrnAC1647         1479836   1479618       rev
rrnac1649      rrnAC1649         1480551   1480078       rev
rrnac1650      pcrB              1480649   1481407       for
rrnac1651      yhdG              1483615   1481414       rev
rrnb0167       cbp                131891    127206       rev
rrnac1604      rpl29P            1438156   1437944       rev
rrnac1605      rps3P             1439067   1438156       rev
rrnac1606      rpl22P            1439534   1439070       rev
rrnac1607      rps19P            1439959   1439540       rev
rrnac1608      rpl2P             1440678   1439959       rev
rrnac1609      rpl23P            1440938   1440684       rev
rrnac1610      rpl4              1441675   1440938       rev
rrnac1611      rpl3              1442695   1441682       rev
rrnac1612      rrnAC1612         1443545   1442703       rev
rrnac1613      rrnAC1613         1444429   1445073       for
rrnac1614      rrnAC1614         1445463   1445149       rev
rrnac1615      rrnAC1615         1445176   1445505       for
rrnac1616      mch               1445533   1446462       for
rrnac1617      rrnAC1617         1446469   1446963       for
rrnac1619      gbp2              1448610   1446982       rev
rrnac1620      rrnAC1620         1449753   1449073       rev
rrnac1621      rrnAC1621         1450249   1449794       rev
rrnac1622      nrdA              1450934   1454029       for
rrnac1623      rrnAC1623         1454406   1454119       rev
rrnac1624      soxA3             1455970   1454453       rev
rrnac1625      rrnAC1625         1456076   1456195       for
rrnac1626      htlD10            1455969   1458773       for
rrnac1627      rrnAC1627         1459413   1458757       rev
rrnb0166       rrnB0166           127200    126088       rev
rrnac1581      rrnAC1581         1416928   1417056       for
rrnac1582      rrnAC1582         1419048   1417870       rev
rrnac1583      icsA              1421842   1420703       rev
rrnac1584      lpb2              1422997   1421888       rev
rrnac1585      graD4a            1423526   1423747       for
rrnac1586      rrnAC1586         1423955   1425364       for
rrnac1587      glmS1             1426560   1425529       rev
rrnac1588      rrnAC1588         1428270   1427392       rev
rrnac1589      secY              1430876   1429416       rev
rrnac1590      rpl15P            1431380   1430886       rev
rrnac1591      rpl30P            1431844   1431383       rev
rrnac1592      rps5P             1432482   1431847       rev
rrnac1593      rpl18P            1433042   1432482       rev
rrnac1594      rpl19E            1433491   1433045       rev
rrnac1595      rpl32E            1434216   1433494       rev
rrnac1596      rpl6P             1434752   1434219       rev
rrnac1597      rps8P             1435147   1434758       rev
rrnac1598      rpl5P             1435865   1435335       rev
rrnac1599      rrnAC1599         1435290   1435982       for
rrnac1600      rps4E             1436566   1435865       rev
rrnac1601      rpl24P            1436925   1436566       rev
rrnac1602      rpl14P            1437328   1436933       rev
rrnac1603      rps17P            1437666   1437331       rev
rrnb0164       rrnB0164           125616    124405       rev
rrnac1777      rrnAC1777         1581147   1582040       for
rrnac1956      eif2BD2           1745011   1745859       for
rrnac1957      malQ              1747539   1745872       rev
rrnac1958      lpg1              1747548   1748624       for
rrnac1959      rrnAC1959         1748971   1748645       rev
rrnac1960      graD4b            1750045   1749104       rev
rrnac1961      cga-1             1754637   1750099       rev
rrnac1962      malA              1756750   1754762       rev
rrnac1963      rrnAC1963         1756935   1757180       for
rrnac1964      arcR6             1758433   1757672       rev
rrnac1965      aceB              1758847   1760151       for
rrnac1966      gloA3             1760578   1760201       rev
rrnac1967      glcD1             1760681   1763716       for
rrnac1968      rrnAC1968         1765578   1764283       rev
rrnac1970      rrnAC1970         1766832   1765705       rev
rrnac1971      arcR5             1766944   1767750       for
rrnac1972      gcdH              1768975   1767815       rev
rrnac1973      aldY4             1769058   1770524       for
rrnac1974      aacC              1770622   1771434       for
rrnac1975      adh5              1772532   1771474       rev
rrnac1977      alkK4             1774335   1772683       rev
rrnac1978      rrnAC1978         1774703   1774371       rev
rrnac1979      ech5              1774711   1775298       for
rrnb0181       rrnB0181           148264    148821       for
rrnac1933      rrnAC1933         1724514   1723165       rev
rrnac1934      hisC1             1724453   1725508       for
rrnac1935      rrnAC1935         1725495   1726217       for
rrnac1936      cobI              1726290   1726937       for
rrnac1937      rrnAC1937         1727033   1725981       rev
rrnac1938      cobQ              1727311   1728786       for
rrnac1939      minD1             1728850   1729614       for
rrnac1940      rrnAC1940         1729614   1730165       for
rrnac1941      rrnAC1941         1730476   1730246       rev
rrnac1942      rrnAC1942         1731584   1730775       rev
rrnac1943      phrB2             1733257   1731656       rev
rrnac1944      rrnAC1944         1733409   1733918       for
rrnac1945      rrnAC1945         1734514   1733984       rev
rrnac1946      rrnAC1946         1734915   1734514       rev
rrnac1947      rrnAC1947         1735612   1734911       rev
rrnac1948      rrnAC1948         1736010   1735612       rev
rrnac1949      rrnAC1949         1736009   1736689       for
rrnac1950      rrnAC1950         1738449   1736773       rev
rrnac1951      gspE1             1740910   1738655       rev
rrnac1952      rrnAC1952         1741089   1741787       for
rrnac1953      rrnAC1953         1741876   1742550       for
rrnac1954      yusZ1             1742678   1743451       for
rrnac1955      glpA              1743702   1744919       for
rrnb0180       oye1               147948    141031       rev
rrnac1908      nthD              1703423   1702590       rev
rrnac1909      rrnAC1909         1702449   1703516       for
rrnac1910      fbr1              1706334   1703866       rev
rrnac1911      rrnAC1911         1707190   1706414       rev
rrnac1912      rrnAC1912         1706555   1707553       for
rrnac1913      nadM              1707756   1707193       rev
rrnac1914      lon               1707927   1710053       for
rrnac1915      rrnAC1915         1710057   1710875       for
rrnac1916      rrnAC1916         1711378   1710878       rev
rrnac1917      glpQ2             1712396   1711398       rev
rrnac1918      dhs               1713521   1712511       rev
rrnac1920      azlC              1713655   1714344       for
rrnac1921      rrnAC1921         1714337   1714663       for
rrnac1922      rrnAC1922         1715230   1714670       rev
rrnac1923      nif3              1715999   1715238       rev
rrnac1924      rrnAC1924         1716848   1716054       rev
rrnac1925      mhpC              1719030   1717984       rev
rrnac1926      trzA2             1719055   1720077       for
rrnac1927      speB1             1720919   1720119       rev
rrnac1929      eif5A             1721302   1720925       rev
rrnac1930      rrnAC1930         1722690   1723052       for
rrnac1931      cobS              1723346   1723846       for
rrnac1932      ispD              1723849   1724385       for
rrnb0179       rrnB0179           140662    140075       rev
rrnac1881      deoC2             1681619   1680819       rev
rrnac1883      rrnAC1883         1681568   1682425       for
rrnac1884      trpA              1682527   1681649       rev
rrnac1885      trpB              1683789   1682530       rev
rrnac1886      trpC              1684601   1683789       rev
rrnac1887      hat5              1684705   1685226       for
rrnac1888      gbp5              1685330   1686514       for
rrnac1890      rrnAC1890         1687101   1686565       rev
rrnac1891      rrnAC1891         1687805   1687209       rev
rrnac1892      rrnAC1892         1688458   1687805       rev
rrnac1893      ldc               1689857   1688799       rev
rrnac1895      rrnAC1895         1690454   1691095       for
rrnac1896      rrnAC1896         1691219   1692805       for
rrnac1897      rrnAC1897         1692838   1691003       rev
rrnac1898      rrnAC1898         1692865   1694241       for
rrnac1899      rrnAC1899         1695549   1694362       rev
rrnac1901      brp               1696692   1695631       rev
rrnac1902      crtI1             1696842   1698362       for
rrnac1903      apt2              1698484   1699029       for
rrnac1904      rrnAC1904         1699354   1699055       rev
rrnac1905      dsbB1             1699622   1699897       for
rrnac1906      tas               1700008   1701036       for
rrnac1907      rrnAC1907         1702464   1701154       rev
rrnb0178       rrnB0178           140768    140923       for
rrnac1856      rrnAC1856         1657667   1658848       for
rrnac1858      rrnAC1858         1658924   1660006       for
rrnac1859      rrnAC1859         1660180   1660013       rev
rrnac1860      rrnAC1860         1660300   1661433       for
rrnac1861      rrnAC1861         1661469   1661936       for
rrnac1862      rrnAC1862         1661963   1661436       rev
rrnac1863      mutT4             1662031   1662648       for
rrnac1864      rrnAC1864         1662722   1663504       for
rrnac1865      soxB              1663508   1664608       for
rrnac1866      rrnAC1866         1665321   1665166       rev
rrnac1867      rrnAC1867         1665397   1664645       rev
rrnac1868      rrnAC1868         1665426   1666220       for
rrnac1869      trp1              1666293   1668212       for
rrnac1870      nhaC3             1668741   1669946       for
rrnac1871      rrnAC1871         1670354   1670013       rev
rrnac1872      rrnAC1872         1670497   1672212       for
rrnac1873      dpg               1672284   1674098       for
rrnac1875      tfbD              1674419   1675381       for
rrnac1876      zim               1675884   1676909       for
rrnac1877      aroD              1676949   1677635       for
rrnac1878      rrnAC1878         1677723   1678136       for
rrnac1879      aroB              1679341   1678178       rev
rrnac1880      minD6             1679536   1680816       for
rrnb0177       rrnB0177           139328    138447       rev
rrnac1831      polB1             1634374   1630211       rev
rrnac1832      rrnAC1832         1634359   1634547       for
rrnac1833      rrnAC1833         1636460   1635744       rev
rrnac1834      rrnAC1834         1637188   1636499       rev
rrnac1835      rrnAC1835         1637802   1637653       rev
rrnac1836      tnp               1641091   1640072       rev
rrnac1837      rrnAC1837         1641234   1641632       for
rrnac1838      rrnAC1838         1641663   1642082       for
rrnac1840      smc1              1644837   1642114       rev
rrnac1841      yhcR2             1646074   1644803       rev
rrnac1842      rrnAC1842         1646545   1646162       rev
rrnac1843      rrnAC1843         1646714   1646839       for
rrnac1844      rrnAC1844         1646933   1647451       for
rrnac1845      rrnAC1845         1647484   1647921       for
rrnac1846      rrnAC1846         1647917   1648858       for
rrnac1848      virB11            1649015   1649776       for
rrnac1849      rrnAC1849         1650439   1651518       for
rrnac1850      rrnAC1850         1651556   1652014       for
rrnac1851      rrnAC1851         1651998   1652390       for
rrnac1852      rrnAC1852         1652390   1653259       for
rrnac1853      rrnAC1853         1653637   1656249       for
rrnac1854      rrnAC1854         1656297   1656728       for
rrnac1855      rrnAC1855         1657289   1657615       for
rrnb0176       rrnB0176           138306    137665       rev
rrnac1807      rrnAC1807         1610424   1610185       rev
rrnac1808      rrnAC1808         1610641   1611072       for
rrnac1809      rrnAC1809         1611521   1611081       rev
rrnac1810      rrnAC1810         1612631   1611849       rev
rrnac1811      rrnAC1811         1612910   1612644       rev
rrnac1812      pnm               1613341   1613862       for
rrnac1813      rrnAC1813         1613959   1614861       for
rrnac1814      rrnAC1814         1615717   1614911       rev
rrnac1815      cctA3             1615872   1617449       for
rrnac1816      rrnAC1816         1617992   1617564       rev
rrnac1817      rrnAC1817         1618192   1618022       rev
rrnac1818      rrnAC1818         1618274   1620142       for
rrnac1820      rrnAC1820         1620413   1621300       for
rrnac1821      lysE              1621341   1622036       for
rrnac1822      rrnAC1822         1622699   1622037       rev
rrnac1823      rrnAC1823         1622860   1623231       for
rrnac1824      rrnAC1824         1624010   1623285       rev
rrnac1825      idr               1624928   1624497       rev
rrnac1826      rrnAC1826         1625161   1624928       rev
rrnac1827      rrnAC1827         1626247   1625744       rev
rrnac1828      rrnAC1828         1627683   1626475       rev
rrnac1829      rrnAC1829         1629116   1627689       rev
rrnac1830      yurF              1630082   1629156       rev
rrnb0175       imd2               137403    136336       rev
rrnac1779      aknG              1582175   1582687       for
rrnac1780      rrnAC1780         1583473   1582715       rev
rrnac1781      rrnAC1781         1584151   1583666       rev
rrnac1782      thi1              1585245   1584286       rev
rrnac1783      rrnAC1783         1586094   1585309       rev
rrnac1784      rrnAC1784         1586630   1586175       rev
rrnac1786      rrnAC1786         1587506   1586865       rev
rrnac1787      hutU              1587588   1589333       for
rrnac1789      hutG              1589333   1590253       for
rrnac1790      hutI              1590253   1591512       for
rrnac1791      hutH              1591512   1593158       for
rrnac1792      ruvB              1595721   1593172       rev
rrnac1793      rrnAC1793         1596467   1595721       rev
rrnac1794      dapF              1596611   1597519       for
rrnac1795      ppsA              1597592   1599949       for
rrnac1797      htlC              1600011   1600910       for
rrnac1798      gadD              1601057   1602106       for
rrnac1800      metS              1602899   1605049       for
rrnac1801      rrnAC1801         1605098   1605460       for
rrnac1802      rrnAC1802         1605536   1606129       for
rrnac1803      rrnAC1803         1606204   1607391       for
rrnac1805      gntR              1607445   1608047       for
rrnac1806      htlD9             1609982   1608105       rev
rrnb0173       rrnB0173           135649    136044       for
rrnac1980      aph               1775345   1776412       for
rrnac2158      acnB              1931605   1929575       rev
rrnac2159      dcd3              1931561   1932166       for
rrnac2160      rrnAC2160         1932392   1933048       for
rrnac2161      rrnAC2161         1933276   1933551       for
rrnac2162      mgsA              1933613   1933993       for
rrnac2163      exsB              1934724   1934029       rev
rrnac2164      rrnAC2164         1935526   1934747       rev
rrnac2165      rrnAC2165         1934681   1935823       for
rrnac2166      ptpS              1935975   1935529       rev
rrnac2167      rrnAC2167         1936195   1936506       for
rrnac2168      rrnAC2168         1936639   1937010       for
rrnac2169      rrnAC2169         1937569   1937802       for
rrnac2170      pepB4             1939599   1938274       rev
rrnac2171      rrnAC2171         1939994   1939665       rev
rrnac2172      adh14             1940106   1941170       for
rrnac2173      rrnAC2173         1941299   1941445       for
rrnac2174      fdx               1941775   1941461       rev
rrnac2175      seb               1943192   1941801       rev
rrnac2176      galE9             1944207   1943308       rev
rrnac2177      rrnAC2177         1943191   1944585       for
rrnac2178      rfbB3             1945152   1944271       rev
rrnac2179      fer2              1946205   1945624       rev
rrnb0190       rrnB0190           154550    154245       rev
rrnac2134      rrnAC2134         1910382   1910579       for
rrnac2135      rrnAC2135         1910579   1910403       rev
rrnac2136      rrnAC2136         1910732   1911961       for
rrnac2137      tcmJ              1912021   1912320       for
rrnac2139      imd3              1913444   1912371       rev
rrnac2140      sdr2              1914469   1913531       rev
rrnac2141      trxA8             1914554   1914805       for
rrnac2142      rrnAC2142         1914886   1915182       for
rrnac2143      thiE              1915913   1915281       rev
rrnac2144      rrnAC2144         1917018   1915960       rev
rrnac2145      phoU1             1917698   1917024       rev
rrnac2146      pstB2             1918642   1917704       rev
rrnac2147      pstA1             1921289   1918638       rev
rrnac2148      pstC2             1922407   1921289       rev
rrnac2149      yqgG              1923622   1922471       rev
rrnac2150      prp1              1923955   1924956       for
rrnac2151      rrnAC2151         1925671   1925003       rev
rrnac2152      rrnAC2152         1926461   1926081       rev
rrnac2153      mutT2             1927042   1926503       rev
rrnac2154      rrnAC2154         1927452   1927042       rev
rrnac2155      rrnAC2155         1927865   1927455       rev
rrnac2156      rrnAC2156         1928362   1927892       rev
rrnac2157      rimI              1929087   1928497       rev
rrnb0189       rrnB0189           154166    153780       rev
rrnac2106      rrnAC2106         1885914   1886783       for
rrnac2107      rrnAC2107         1886862   1887248       for
rrnac2108      npdG-1            1887301   1887966       for
rrnac2109      htlD7             1888309   1889052       for
rrnac2110      trxA3             1889376   1889113       rev
rrnac2111      sec61b            1889492   1889650       for
rrnac2112      rrnAC2112         1889698   1890069       for
rrnac2113      rrnAC2113         1890069   1891466       for
rrnac2114      rrnAC2114         1892905   1891502       rev
rrnac2115      rrnAC2115         1893553   1892963       rev
rrnac2116      uvrA              1893658   1896633       for
rrnac2117      rrnAC2117         1896719   1897483       for
rrnac2119      rrnAC2119         1897659   1899563       for
rrnac2121      rrnAC2121         1899647   1901926       for
rrnac2123      rrnAC2123         1901970   1902941       for
rrnac2124      rrnAC2124         1903389   1903006       rev
rrnac2125      rrnAC2125         1903458   1903934       for
rrnac2126      bchP              1904019   1905098       for
rrnac2127      rrnAC2127         1905460   1906167       for
rrnac2128      sseA1             1906999   1906205       rev
rrnac2129      sseA2             1907231   1908121       for
rrnac2131      rrnAC2131         1908421   1908723       for
rrnac2133      epf1              1909136   1910368       for
rrnb0188       rrnB0188           152450    153667       for
rrnac2081      rrnAC2081         1865070   1865915       for
rrnac2082      dhp               1865957   1866346       for
rrnac2083      yadH              1867515   1866751       rev
rrnac2084      nosF-3            1868456   1867515       rev
rrnac2085      rrnAC2085         1869101   1868583       rev
rrnac2086      rrnAC2086         1869085   1869501       for
rrnac2087      rrnAC2087         1870006   1869530       rev
rrnac2088      rrnAC2088         1870102   1871010       for
rrnac2089      rrnAC2089         1871381   1871013       rev
rrnac2090      moeB              1872292   1871480       rev
rrnac2091      htr               1873361   1872378       rev
rrnac2092      cxp               1874953   1873454       rev
rrnac2094      rrnAC2094         1876208   1875045       rev
rrnac2095      argE              1877476   1876397       rev
rrnac2096      uvsE              1877689   1878609       for
rrnac2098      rrnAC2098         1878669   1880570       for
rrnac2099      rrnAC2099         1880672   1881490       for
rrnac2100      entB1             1881495   1882049       for
rrnac2101      rrnAC2101         1882362   1882102       rev
rrnac2102      rrnAC2102         1882488   1882781       for
rrnac2103      rli               1882787   1884613       for
rrnac2104      rrnAC2104         1884860   1884648       rev
rrnac2105      rrnAC2105         1885942   1884932       rev
rrnb0187       rrnB0187           152022    152447       for
rrnac2056      serA3             1845075   1844116       rev
rrnac2057      moaD              1845240   1845509       for
rrnac2058      rrnAC2058         1845939   1845541       rev
rrnac2059      rrnAC2059         1846031   1846396       for
rrnac2060      rrnAC2060         1846504   1846755       for
rrnac2061      rrnAC2061         1846769   1847134       for
rrnac2062      rrnAC2062         1847486   1847124       rev
rrnac2064      aor1              1849469   1847526       rev
rrnac2065      rpl15E            1849730   1850317       for
rrnac2066      blh               1851629   1850601       rev
rrnac2067      crtY              1852345   1851623       rev
rrnac2068      rrnAC2068         1852376   1853365       for
rrnac2069      crtB              1853365   1852397       rev
rrnac2070      boa               1855202   1853625       rev
rrnac2071      rrnAC2071         1855332   1855613       for
rrnac2072      vacB              1855683   1857053       for
rrnac2073      trp2              1857457   1858194       for
rrnac2074      rrnAC2074         1858194   1859801       for
rrnac2075      nusA1             1860403   1859804       rev
rrnac2076      rrnAC2076         1860474   1861649       for
rrnac2078      rrnAC2078         1861968   1861678       rev
rrnac2079      rrnAC2079         1863065   1862403       rev
rrnac2080      rrnAC2080         1864921   1863536       rev
rrnb0186       rrnB0186           151150    152022       for
rrnac2031      rrnAC2031         1819740   1820087       for
rrnac2032      rrnAC2032         1820156   1820596       for
rrnac2034      htlA              1820703   1821884       for
rrnac2035      rrnAC2035         1823123   1821894       rev
rrnac2036      pkn               1823972   1824877       for
rrnac2037      troR              1825575   1825991       for
rrnac2038      nifU2             1826164   1826487       for
rrnac2039      oppA              1826792   1828738       for
rrnac2040      oppB              1828751   1829701       for
rrnac2041      oppC2             1829708   1830742       for
rrnac2042      oppD1             1830745   1831923       for
rrnac2043      oppF              1831919   1833238       for
rrnac2044      htlD8             1835629   1833284       rev
rrnac2045      rrnAC2045         1835747   1836370       for
rrnac2046      rrnAC2046         1837446   1836406       rev
rrnac2047      sppA              1838398   1837442       rev
rrnac2048      mocA              1838526   1839407       for
rrnac2049      rrnAC2049         1839437   1840219       for
rrnac2050      rrnAC2050         1840333   1840656       for
rrnac2051      tfbF              1841707   1840691       rev
rrnac2052      rrnAC2052         1842737   1841949       rev
rrnac2053      rrnAC2053         1842827   1843225       for
rrnac2054      rrnAC2054         1844023   1843247       rev
rrnb0185       rrnB0185           150817    151008       for
rrnac2007      rrnAC2007         1802276   1801254       rev
rrnac2009      rrnAC2009         1802359   1803006       for
rrnac2010      rrnAC2010         1803374   1804153       for
rrnac2011      rrnAC2011         1804195   1804623       for
rrnac2012      rrnAC2012         1804619   1805200       for
rrnac2013      rrnAC2013         1804914   1805897       for
rrnac2014      rrnAC2014         1805927   1805184       rev
rrnac2015      xthA              1806854   1806024       rev
rrnac2016      rrnAC2016         1807281   1806898       rev
rrnac2017      rrnAC2017         1807424   1808170       for
rrnac2018      katG1             1810405   1808216       rev
rrnac2019      lpl               1811536   1810745       rev
rrnac2020      rrnAC2020         1811861   1812499       for
rrnac2021      rrnAC2021         1812460   1811987       rev
rrnac2022      rrnAC2022         1813282   1812608       rev
rrnac2023      nuoC              1813371   1815005       for
rrnac2024      msrA1             1815070   1815600       for
rrnac2025      rrnAC2025         1815999   1815799       rev
rrnac2026      rrnAC2026         1816075   1816269       for
rrnac2027      cdc48a            1816272   1818356       for
rrnac2028      rrnAC2028         1818583   1818359       rev
rrnac2029      rrnAC2029         1818631   1819323       for
rrnac2030      xop1              1819401   1818652       rev
rrnb0184       rrnB0184           150571    150206       rev
rrnac1982      hbd2              1776584   1778545       for
rrnac1983      acdI              1780329   1778578       rev
rrnac1984      fabG4             1781505   1780699       rev
rrnac1985      maoC1             1781783   1782223       for
rrnac1986      acdC              1783414   1782278       rev
rrnac1987      anf               1783516   1784883       for
rrnac1988      rrnAC1988         1785087   1783585       rev
rrnac1989      livH-5            1784890   1785774       for
rrnac1991      livM-4            1785770   1786888       for
rrnac1992      livG-5            1787035   1787622       for
rrnac1993      livF-5            1787622   1788335       for
rrnac1994      rrnAC1994         1789220   1789552       for
rrnac1995      rrnAC1995         1790249   1789974       rev
rrnac1996      rrnAC1996         1790366   1791013       for
rrnac1997      rbnBN2            1792246   1791491       rev
rrnac1998      rrnAC1998         1793090   1792638       rev
rrnac1999      spaT              1794126   1795331       for
rrnac2000      usp9              1795567   1796382       for
rrnac2001      rrnAC2001         1796993   1797616       for
rrnac2002      rrnAC2002         1797858   1798031       for
rrnac2004      ftsZ3             1798037   1799272       for
rrnac2005      rrnAC2005         1800375   1799383       rev
rrnac2006      rrnAC2006         1801162   1800467       rev
rrnb0183       tnp                148869    149546       for
rrnac2180      gnd               1947233   1946337       rev
rrnac2207      cpcE2             1967823   1969052       for
rrnac2209      rrnAC2209         1969115   1969975       for
rrnac2211      htlD6             1970061   1971332       for
rrnac2212      rps6E             1971405   1971791       for
rrnac2213      rrnAC2213         1972329   1973204       for
rrnac2214      rrnAC2214         1973756   1974184       for
rrnac2215      dcd1              1973651   1973232       rev
rrnac2216      rrnAC2216         1974626   1974192       rev
rrnac2217      recJ4             1975797   1974709       rev
rrnac2219      phoR              1976859   1975885       rev
rrnac2220      usp5              1978058   1977597       rev
rrnac2221      rrnAC2221         1978039   1978614       for
rrnac2222      rrnAC2222         1979135   1978617       rev
rrnac2223      usp2              1979518   1979135       rev
rrnac2224      rrnAC2224         1979619   1980347       for
rrnac2225      rrnAC2225         1980362   1980784       for
rrnac2226      rrnAC2226         1981339   1980824       rev
rrnac2227      dppF              1981426   1984095       for
rrnac2228      dppD              1984196   1985920       for
