canonical_name	common_name	start	stop direction
VNG0389C	VNG0389C	301228	300941	Rev
VNG0439C	VNG0439C	339384	338017	Rev
VNG0462C	VNG0462C	356889	356608	Rev
VNG0468C	VNG0468C	361511	360282	Rev
VNG0470G	trp3	364117	363362	Rev
VNG0546C	VNG0546C	422657	421908	Rev
VNG0566C	VNG0566C	437877	437350	Rev
VNG0571C	VNG0571C	439563	438472	Rev
VNG0598C	VNG0598C	457472	456483	Rev
VNG0600C	VNG0600C	458676	457594	Rev
VNG0730C	VNG0730C	551166	550258	Rev
VNG0789C	VNG0789C	593302	592202	Rev
VNG0825C	VNG0825C	626312	625869	Rev
VNG0925C	VNG0925C	705812	704814	Rev
VNG0954C	VNG0954C	728857	727346	Rev
VNG0965C	VNG0965C	736773	735913	Rev
VNG1101C	VNG1101C	844934	843693	Rev
VNG1205C	VNG1205C	906468	905176	Rev
VNG1353C	VNG1353C	1010874	1009333	Rev
VNG1585C	VNG1585C	1184407	1183166	Rev
VNG1616C	VNG1616C	1205479	1204673	Rev
VNG1732C	VNG1732C	1281537	1279786	Rev
VNG1771C	VNG1771C	1312283	1311936	Rev
VNG1784C	VNG1784C	1321353	1320004	Rev
VNG1846C	VNG1846C	1363962	1363234	Rev
VNG1872C	VNG1872C	1384233	1383352	Rev
VNG1918C	VNG1918C	1418579	1417821	Rev
VNG1985C	VNG1985C	1467030	1465423	Rev
VNG2020C	VNG2020C	1493509	1492982	Rev
VNG2073C	VNG2073C	1524328	1523423	Rev
VNG2172C	VNG2172C	1605088	1603997	Rev
VNG2386C	VNG2386C	1790326	1789988	Rev
VNG2458C	VNG2458C	1841904	1841335	Rev
VNG2520C	VNG2520C	1889660	1889190	Rev
VNG2536C	VNG2536C	1901403	1900723	Rev
VNG0099G	rpl10e	84415	83888	Rev
VNG0375G	secE	292606	292436	Rev
VNG0550G	rps27e	423817	423647	Rev
VNG0974G	cheY	743248	742889	Rev
VNG1215G	pai1	916875	916396	Rev
VNG1379G	suhB	1028247	1027450	Rev
VNG1496G	snp	1110619	1110413	Rev
VNG1634G	cbiN	1216695	1216408	Rev
VNG1924G	trkA6	1420965	1420189	Rev
VNG2053G	rpoE'	1510244	1509675	Rev
VNG2143G	atpK	1577718	1577506	Rev
VNG2648G	rps10p	1984709	1984404	Rev
VNG2658G	rps12p	1993975	1993550	Rev
VNG0006G	glmS	7451	5649	Rev
VNG0008G	graD5	8641	7457	Rev
VNG0009G	graD2	9860	8658	Rev
VNG0042G	ntp	35931	34654	Rev
VNG0046G	ugd	40903	39614	Rev
VNG0051G	rfbU1	45456	44248	Rev
VNG0060G	lpg	58661	57663	Rev
VNG0062G	lpb	61625	60612	Rev
VNG0063G	galE2	62686	61703	Rev
VNG0084G	moeB	73544	72711	Rev
VNG0086G	moeA2	76467	74755	Rev
VNG0090G	moeA1	77867	76647	Rev
VNG0089G	pimT1	78660	77926	Rev
VNG0098G	rimK	83789	82935	Rev
VNG0101G	cspD1	84841	84620	Rev
VNG0104G	serA3	86611	85643	Rev
VNG0137G	cca	115049	113694	Rev
VNG0152G	prrC	124756	124091	Rev
VNG0154G	merA	127576	126182	Rev
VNG0158G	kdgK	130693	129740	Rev
VNG0159G	mutL	132696	130720	Rev
VNG0163G	mutS1	141109	138497	Rev
VNG0164G	hef	142200	141184	Rev
VNG0172G	mutS2	148470	145882	Rev
VNG0177G	rpl15e	153357	152770	Rev
VNG0180G	hop	156505	155684	Rev
VNG0192G	ftsZ2	166279	165155	Rev
VNG0218G	gspE1	186631	184988	Rev
VNG0223G	moxR	191009	190056	Rev
VNG0249G	fbr	205708	203279	Rev
VNG0254G	tfbG	209257	208289	Rev
VNG0265G	ftsZ4	215515	214445	Rev
VNG0314G	aroD	246854	246270	Rev
VNG0315G	tfbF	247967	247011	Rev
VNG0318G	dpg	250817	248976	Rev
VNG0321G	ids	253118	251943	Rev
VNG0324G	pykA	255653	253917	Rev
VNG0326G	metS	257811	255745	Rev
VNG0327G	gadD	258939	257875	Rev
VNG0329G	caaX	260251	258968	Rev
VNG0330G	ppsA	262549	260294	Rev
VNG0342G	smc1	272471	268902	Rev
VNG0355G	htr14	282370	280490	Rev
VNG0365G	arsA1	288011	286971	Rev
VNG0374G	nusG	292431	291997	Rev
VNG0376G	ftsZ1	293860	292673	Rev
VNG0380G	caa	296266	295313	Rev
VNG0401G	epf2	309215	307293	Rev
VNG0412G	folP	321744	319300	Rev
VNG0414G	purH	323580	321796	Rev
VNG0422G	cyc	328172	326958	Rev
VNG0426G	rpoM	329967	329656	Rev
VNG0428G	fad2	332112	331345	Rev
VNG0431G	apa	334244	333819	Rev
VNG0436G	nhaC1	336626	335064	Rev
VNG0442G	rspA	342908	341673	Rev
VNG0444G	dapA	343887	342949	Rev
VNG0451G	phoU	347990	347370	Rev
VNG0452G	pstB2	348898	348056	Rev
VNG0453G	pstA2	350605	348908	Rev
VNG0455G	pstC2	351566	350610	Rev
VNG0457G	phoX	352656	351625	Rev
VNG0465G	nosF2	358277	357504	Rev
VNG0467G	yafB	360221	359391	Rev
VNG0473G	porB	366173	365307	Rev
VNG0474G	porA	367918	366173	Rev
VNG0479G	yajO1	370787	369840	Rev
VNG0481G	mcmA1	372802	370844	Rev
VNG0489G	dnaJ	380477	379305	Rev
VNG0491G	dnaK	382442	380556	Rev
VNG0494G	grpE	383987	383337	Rev
VNG0499G	cna	385913	385005	Rev
VNG0501G	yfmO1	388004	386769	Rev
VNG0504G	gbp5	391321	390143	Rev
VNG0510G	prrIV2	395336	394233	Rev
VNG0523G	inb	404586	403846	Rev
VNG0536G	sirR	413414	412716	Rev
VNG0541G	thrC2	419099	417906	Rev
VNG0549G	eif2a	423647	422847	Rev
VNG0559G	apt	431600	431037	Rev
VNG0563G	ndhG2	436198	435059	Rev
VNG0572G	dfp	440911	439736	Rev
VNG0583G	cyb	447478	446669	Rev
VNG0592G	nthA2	452384	451704	Rev
VNG0610G	hhoA	463797	462958	Rev
VNG0614G	htr16	469276	467393	Rev
VNG0620G	edp	473500	472601	Rev
VNG0629G	aspB2	480999	479860	Rev
VNG0630G	ribE	481397	480999	Rev
VNG0657G	coxA2	503053	501275	Rev
VNG0665G	coxB1	506476	505712	Rev
VNG0678G	acaB1	515461	514277	Rev
VNG0679G	acd4	517029	515839	Rev
VNG0681G	hbd1	519043	518186	Rev
VNG0716G	afsQ2	541040	539415	Rev
VNG0720G	dip2	544518	543052	Rev
VNG0723G	pepQ1	545673	544567	Rev
VNG0732G	tpc	552859	551726	Rev
VNG0734G	tfbB	554386	553412	Rev
VNG0745G	spoVR	562254	560275	Rev
VNG0749G	prk	567884	565830	Rev
VNG0752G	galE1	570320	569379	Rev
VNG0753G	ylnA	571580	570405	Rev
VNG0771G	aldY2	581962	580454	Rev
VNG0784G	pssA	590733	590059	Rev
VNG0787G	rps3e	591960	591343	Rev
VNG0790G	rps15p	593774	593310	Rev
VNG0793G	htr6	596730	594364	Rev
VNG0794G	yufN	597695	596730	Rev
VNG0806G	htr4	606708	604375	Rev
VNG0808G	gabD	608225	606867	Rev
VNG0823G	gspE2	625054	623372	Rev
VNG0835G	idr2	633962	633603	Rev
VNG0862G	hisF	651293	650475	Rev
VNG0864G	purL	654136	652037	Rev
VNG0869G	tfbD	657525	656542	Rev
VNG0873G	ykhA	659707	659243	Rev
VNG0878G	gul1	663400	663071	Rev
VNG0884G	top6A	669545	668448	Rev
VNG0885G	top6B	671956	669545	Rev
VNG0893G	udp2	679961	679143	Rev
VNG0897G	rbsC1	681555	680473	Rev
VNG0898G	rbsC2	682771	681551	Rev
VNG0901G	rbsA	684288	682771	Rev
VNG0905G	pmu2	686847	685468	Rev
VNG0916G	ark	696365	694071	Rev
VNG0921G	potA1	701954	700824	Rev
VNG0923G	sfuB	703560	701950	Rev
VNG0924G	ibp	704714	703566	Rev
VNG0928G	mak	708309	706747	Rev
VNG0933G	yqjM	712147	711050	Rev
VNG0935G	noxC	713143	712505	Rev
VNG0938G	gufA	716419	715622	Rev
VNG0942G	cheW2	720243	719848	Rev
VNG0946G	minD1	722001	721033	Rev
VNG0947G	fapJ	723791	722049	Rev
VNG0949G	gspE3	725687	723801	Rev
VNG0950G	fapH	726340	725702	Rev
VNG0958G	htr15	731339	729432	Rev
VNG0966G	cheR	737544	736843	Rev
VNG0967G	cheD	737972	737646	Rev
VNG0970G	cheC1	739835	739251	Rev
VNG0971G	cheA	741844	739841	Rev
VNG0973G	cheB	742889	741849	Rev
VNG0976G	cheW1	743831	743298	Rev
VNG0998G	yajO2	765629	764622	Rev
VNG1001G	guaB	768538	766958	Rev
VNG1013G	htr13	777073	775805	Rev
VNG1027G	tpiA	787174	786533	Rev
VNG1030G	pgsA	788402	787806	Rev
VNG1033G	hisC1	790092	788908	Rev
VNG1037G	hpcE	793494	792763	Rev
VNG1048G	udg1	798053	796776	Rev
VNG1053G	gtl	800300	799386	Rev
VNG1067G	exoM	815256	814273	Rev
VNG1070G	gpdA1	820108	819548	Rev
VNG1071G	cinR	821197	820844	Rev
VNG1073G	lfl1	822726	821248	Rev
VNG1074G	ykfB2	823564	822722	Rev
VNG1075G	menA	824646	823714	Rev
VNG1077G	opuD	826337	824706	Rev
VNG1079G	menB	827423	826512	Rev
VNG1081G	menD	829250	827499	Rev
VNG1083G	menF	830572	829250	Rev
VNG1084G	yuiH	831214	830621	Rev
VNG1103G	rpl12p	845399	845058	Rev
VNG1104G	rpl10p	846463	845408	Rev
VNG1105G	rpl1p	847103	846468	Rev
VNG1108G	rpl11p	847795	847307	Rev
VNG1123G	trh7	855381	855157	Rev
VNG1125G	korB	856657	855722	Rev
VNG1128G	korA	858582	856663	Rev
VNG1131G	mrp	859939	858911	Rev
VNG1156G	hsp	876539	874236	Rev
VNG1163G	hemK	879557	878985	Rev
VNG1165G	ksgA	881471	880626	Rev
VNG1173G	eef1b	884745	884449	Rev
VNG1184G	nirJ	892042	891128	Rev
VNG1190G	sod1	896857	896258	Rev
VNG1197G	bcp	900624	900163	Rev
VNG1201G	fucA	903073	902441	Rev
VNG1204G	gdhA2	905068	903821	Rev
VNG1216G	pgk	918068	916875	Rev
VNG1230G	aroC	925311	924130	Rev
VNG1232G	psc	926879	925563	Rev
VNG1251G	helA	943682	940845	Rev
VNG1252G	yhcR	944486	943746	Rev
VNG1259G	trxB2	949348	948263	Rev
VNG1262G	eif2b	950476	950081	Rev
VNG1275G	hflX2	958242	957379	Rev
VNG1282G	trkA5	962074	961409	Rev
VNG1284G	trkH1	963932	962322	Rev
VNG1285G	trh2	964770	964012	Rev
VNG1294G	slyD	967534	966626	Rev
VNG1301G	cysK	972504	971524	Rev
VNG1306G	sdhA	978406	976562	Rev
VNG1308G	sdhB	979291	978416	Rev
VNG1310G	sdhC	980084	979665	Rev
VNG1311G	alkA	980776	980204	Rev
VNG1332G	sod2	994200	993601	Rev
VNG1335G	phr2	995734	994268	Rev
VNG1344G	dchpS	1003978	1002836	Rev
VNG1352G	gatB1	1009293	1007428	Rev
VNG1356G	fumC	1012807	1011398	Rev
VNG1359G	rad2	1014291	1013311	Rev
VNG1367G	srp19	1018000	1017725	Rev
VNG1369G	hemV1	1019149	1018043	Rev
VNG1377G	asnC	1027410	1026964	Rev
VNG1395G	htr9	1039253	1037811	Rev
VNG1408G	ush	1048121	1046076	Rev
VNG1428G	htlA	1062508	1061363	Rev
VNG1437G	serA2	1067780	1067079	Rev
VNG1442G	htr12	1070375	1069116	Rev
VNG1452G	eif2bd	1076835	1075972	Rev
VNG1458G	crtB1	1082008	1081043	Rev
VNG1462G	cdc48a	1084842	1082770	Rev
VNG1464G	bat	1087519	1085498	Rev
VNG1465G	brp	1088622	1087519	Rev
VNG1472G	cdc48b	1094830	1092554	Rev
VNG1478G	panB	1101028	1100207	Rev
VNG1482G	acd5	1103676	1102555	Rev
VNG1493G	purF	1110031	1108562	Rev
VNG1494G	rpl37e	1110413	1110240	Rev
VNG1498G	celM	1111710	1110652	Rev
VNG1505G	htr10	1118569	1117103	Rev
VNG1506G	pelA	1119703	1118633	Rev
VNG1515G	tdk	1127235	1126651	Rev
VNG1520G	mutY	1129023	1128088	Rev
VNG1540G	ywfD	1148264	1147557	Rev
VNG1544G	clc	1153885	1151510	Rev
VNG1565G	hmcA	1167667	1165598	Rev
VNG1592G	cysT2	1190961	1190155	Rev
VNG1601G	gcvP2	1193811	1192393	Rev
VNG1603G	gcvP1	1195136	1193814	Rev
VNG1606G	gcvT1	1196953	1195793	Rev
VNG1607G	cheC2	1197618	1197031	Rev
VNG1628G	aad	1214401	1213430	Rev
VNG1631G	cbiO2	1215618	1214893	Rev
VNG1632G	cbiQ	1216401	1215676	Rev
VNG1635G	cbiM	1217354	1216695	Rev
VNG1644G	nrdB2	1224313	1221161	Rev
VNG1646G	trpG1	1225434	1224841	Rev
VNG1647G	trpE1	1227014	1225434	Rev
VNG1648G	trpF	1227667	1227014	Rev
VNG1649G	trpD1	1228674	1227667	Rev
VNG1668G	rps8e	1245355	1244984	Rev
VNG1684G	crtI1	1255460	1253925	Rev
VNG1686G	mch	1256442	1255510	Rev
VNG1721G	trkH2	1275447	1273774	Rev
VNG1733G	htr17	1283353	1281746	Rev
VNG1754G	phr1	1294845	1293460	Rev
VNG1755G	crtI2	1296458	1294851	Rev
VNG1760G	htr5	1301365	1298936	Rev
VNG1762G	proX	1302374	1301373	Rev
VNG1764G	sop2	1304881	1304171	Rev
VNG1765G	htr2	1307177	1304886	Rev
VNG1767G	speB	1308874	1308059	Rev
VNG1768G	eif5a	1309261	1308881	Rev
VNG1772G	pgp	1313013	1312360	Rev
VNG1773G	cad	1313342	1313070	Rev
VNG1774G	hemA	1314716	1313409	Rev
VNG1776G	nirH	1316441	1315386	Rev
VNG1797G	thrB	1330657	1329755	Rev
VNG1801G	hsp1	1334330	1333818	Rev
VNG1811G	eye	1339508	1338207	Rev
VNG1815G	carA	1344059	1343001	Rev
VNG1821G	adh4	1347026	1345986	Rev
VNG1829G	guaAb	1350047	1349133	Rev
VNG1835G	thrS	1356064	1354115	Rev
VNG1837G	ykfB1	1357613	1356585	Rev
VNG1850G	udp1	1367812	1367039	Rev
VNG1851G	suk	1368748	1367864	Rev
VNG1853G	eif2ba	1370594	1369653	Rev
VNG1856G	htr3	1372538	1370640	Rev
VNG1862G	cef	1377303	1376407	Rev
VNG1864G	hit2	1377889	1377347	Rev
VNG1866G	map	1379138	1378251	Rev
VNG1867G	potC	1380002	1379190	Rev
VNG1868G	potB	1380895	1380005	Rev
VNG1875G	mvaA	1387433	1386219	Rev
VNG1887G	gpm	1396895	1395372	Rev
VNG1899G	kaiC	1405774	1405121	Rev
VNG1911G	nirD	1415064	1414030	Rev
VNG1922G	trh5	1420185	1419961	Rev
VNG1926G	pdhA1	1422179	1421214	Rev
VNG1929G	tmk	1423259	1422663	Rev
VNG1945G	purL2	1433516	1432845	Rev
VNG1949G	gul2	1436222	1435812	Rev
VNG1951G	sub	1438067	1436313	Rev
VNG1967G	glpK	1452694	1451165	Rev
VNG1987G	secD	1469450	1467924	Rev
VNG1988G	secF	1470301	1469450	Rev
VNG2000G	prrIV1	1478904	1477672	Rev
VNG2001G	yjbG	1480898	1479003	Rev
VNG2003G	truA	1483019	1482222	Rev
VNG2005G	hisS	1484322	1483027	Rev
VNG2010G	rps19e	1485879	1485427	Rev
VNG2032G	fad1	1500642	1500211	Rev
VNG2036G	hlx1	1502665	1502099	Rev
VNG2043G	ham1	1506457	1505906	Rev
VNG2045G	gcp	1508279	1506831	Rev
VNG2048G	rps24e	1508879	1508574	Rev
VNG2051G	rpoE''	1509671	1509477	Rev
VNG2056G	eif2g	1511880	1510639	Rev
VNG2060G	phnP	1513810	1512992	Rev
VNG2079G	mutT	1527386	1527063	Rev
VNG2084G	phnE	1531144	1530152	Rev
VNG2085G	phnC	1531983	1531144	Rev
VNG2093G	glnA	1538115	1536754	Rev
VNG2096G	cctB	1540810	1538843	Rev
VNG2100G	iluA	1544268	1542784	Rev
VNG2102G	citZ	1545911	1544784	Rev
VNG2118G	pyrE2	1556755	1556231	Rev
VNG2122G	ilvE2	1559934	1559011	Rev
VNG2125G	ribA	1563874	1563371	Rev
VNG2130G	minD2	1567018	1566104	Rev
VNG2132G	fer1	1568577	1568404	Rev
VNG2135G	atpD	1570221	1569550	Rev
VNG2136G	blh	1571132	1570281	Rev
VNG2137G	ggt	1571779	1571294	Rev
VNG2138G	atpB	1573710	1572298	Rev
VNG2139G	atpA	1575386	1573719	Rev
VNG2140G	atpF	1575841	1575482	Rev
VNG2141G	atpC	1576896	1575841	Rev
VNG2142G	atpE	1577480	1576896	Rev
VNG2144G	atpI	1579952	1577787	Rev
VNG2159G	manC	1593633	1592953	Rev
VNG2167G	dbp	1601007	1598755	Rev
VNG2171G	adh1	1603492	1602290	Rev
VNG2184G	tfbA	1618510	1617650	Rev
VNG2186G	hit1	1620403	1619978	Rev
VNG2193G	coxA1	1626240	1624852	Rev
VNG2195G	coxB2	1626980	1626546	Rev
VNG2196G	hcpB	1627957	1627094	Rev
VNG2203G	prsA	1633099	1632257	Rev
VNG2208G	trpS	1639400	1637862	Rev
VNG2210G	endA	1640428	1639400	Rev
VNG2213G	brr2	1643557	1641221	Rev
VNG2214G	dinF	1645003	1643597	Rev
VNG2223G	leuS	1654766	1652112	Rev
VNG2224G	ocd1	1655772	1654900	Rev
VNG2226G	cctA	1657806	1656064	Rev
VNG2232G	trpS	1661960	1660821	Rev
VNG2234G	eif1a1	1663416	1663132	Rev
VNG2237G	tyrS	1664819	1663839	Rev
VNG2247G	hisG	1672623	1671778	Rev
VNG2256G	pcn	1679308	1678568	Rev
VNG2257G	nce	1680421	1679390	Rev
VNG2267G	tatC2	1687980	1685809	Rev
VNG2284G	hisJ	1702398	1702012	Rev
VNG2293G	fer2	1710833	1710447	Rev
VNG2308G	hlp	1722199	1720829	Rev
VNG2321G	ydaF	1731404	1730841	Rev
VNG2338G	polA2	1750278	1746169	Rev
VNG2343G	ykfD	1753623	1752289	Rev
VNG2344G	oppD2	1754711	1753623	Rev
VNG2346G	dppC2	1756292	1754715	Rev
VNG2347G	dppB1	1757388	1756300	Rev
VNG2349G	dppA	1759496	1757523	Rev
VNG2373G	tnaA	1779871	1778411	Rev
VNG2374G	lysC	1780904	1779846	Rev
VNG2377G	nosY	1782360	1781566	Rev
VNG2378G	nosF1	1783271	1782360	Rev
VNG2383G	nrdA	1787185	1786193	Rev
VNG2384G	nrdB1	1789599	1787188	Rev
VNG2390G	uvrB	1793753	1791687	Rev
VNG2393G	tssA	1795408	1794530	Rev
VNG2398G	scm	1800969	1800250	Rev
VNG2404G	dip1	1804554	1803016	Rev
VNG2410G	gbp3	1806443	1805778	Rev
VNG2416G	sec11	1811130	1810414	Rev
VNG2423G	serB	1821662	1820958	Rev
VNG2430G	thrC1	1826329	1825085	Rev
VNG2436G	argH	1829081	1827627	Rev
VNG2437G	argG	1830268	1829081	Rev
VNG2441G	rad3b	1833512	1831317	Rev
VNG2443G	dpsA	1834391	1833846	Rev
VNG2459G	srp54	1843336	1841957	Rev
VNG2462G	dpa	1845004	1843886	Rev
VNG2467G	rpl31e	1846565	1846290	Rev
VNG2473G	radA1	1850922	1849765	Rev
VNG2482G	pstB1	1857755	1856721	Rev
VNG2483G	pstA1	1859352	1857751	Rev
VNG2484G	pstC1	1860467	1859355	Rev
VNG2486G	yqgG	1861650	1860514	Rev
VNG2499G	gcdH	1867403	1866393	Rev
VNG2507G	pyrD	1874018	1872972	Rev
VNG2512G	epf1	1883610	1882381	Rev
VNG2533G	pyrC	1900695	1899430	Rev
VNG2537G	entB	1903378	1902809	Rev
VNG2546G	pepB3	1908784	1907684	Rev
VNG2547G	valS	1911486	1908844	Rev
VNG2558G	fepC	1918968	1918051	Rev
VNG2560G	yfmD2	1920051	1918975	Rev
VNG2570G	dcd	1928555	1928061	Rev
VNG2579G	idr1	1934248	1933814	Rev
VNG2595G	gbp4	1941505	1940525	Rev
VNG2596G	hisI	1942289	1942005	Rev
VNG2598G	hisH1	1943348	1942740	Rev
VNG2611G	hflX1	1952477	1951191	Rev
VNG2612G	rli	1954522	1952693	Rev
VNG2629G	glcK	1968756	1967779	Rev
VNG2639G	uae	1977676	1976306	Rev
VNG2640G	gcvT2	1978779	1977748	Rev
VNG2649G	eef1a	1985978	1984716	Rev
VNG2650G	hom	1987086	1986136	Rev
VNG2654G	eef2	1991741	1989696	Rev
VNG2657G	rps7p	1993543	1992914	Rev
VNG2661G	nusA	1994558	1994142	Rev
VNG2662G	rpoC	1995751	1994561	Rev
VNG2664G	rpoA	1998524	1995747	Rev
VNG2665G	rpoB'	2000485	1998662	Rev
VNG2666G	rpoB''	2002058	2000490	Rev
VNG2668G	rpoH	2002286	2002062	Rev
VNG2669G	cyo	2003546	2002629	Rev
VNG1309G	sdhD	979660	979301	Rev
VNG2047G	rps27e	1508569	1508438	Rev
VNG2078G	hat2	1528024	1527491	Rev
VNG2469G	rpl39e	1846717	1846568	Rev
VNG0486G	hat1	377808	377236	Rev
VNG0540G	imp	417755	416802	Rev
VNG0551G	rpl44e	424007	423825	Rev
VNG0626G	maoC2	477500	477030	Rev
VNG0748G	prkA	565773	563563	Rev
VNG0777G	taqD	584645	584208	Rev
VNG0824G	gdb	625786	625088	Rev
VNG0841G	icfA	639570	638911	Rev
VNG0896G	cda	680419	680018	Rev
VNG0917G	hrg	696996	696358	Rev
VNG0955G	fapE	729432	728965	Rev
VNG0969H	VNG0969H	739246	738110	Rev
VNG1118G	lds	851874	851029	Rev
VNG1175G	phoR	886922	884970	Rev
VNG1605G	gdcH	1195793	1195422	Rev
VNG1623G	ccp	1209373	1208543	Rev
VNG1654G	cdc48e	1233823	1232642	Rev
VNG1830G	pyrG	1351708	1350050	Rev
VNG2023G	gsp	1496426	1495371	Rev
VNG2062G	atp	1514916	1513810	Rev
VNG2071G	lfl2	1523408	1521459	Rev
VNG2086G	hpb	1533033	1532074	Rev
VNG2447G	lta	1837097	1836027	Rev
VNG2496G	ferB	1865437	1865120	Rev
VNG0016H	VNG0016H	14180	13812	Rev
VNG0034H	VNG0034H	30014	29916	Rev
VNG0118H	VNG0118H	102692	102312	Rev
VNG0120H	VNG0120H	103146	103024	Rev
VNG0194H	VNG0194H	166503	166339	Rev
VNG0199H	VNG0199H	170754	170389	Rev
VNG0282H	VNG0282H	226179	226024	Rev
VNG0323H	VNG0323H	253876	253703	Rev
VNG0520H	VNG0520H	401008	400826	Rev
VNG0557H	VNG0557H	430965	430288	Rev
VNG0564H	VNG0564H	437350	436886	Rev
VNG0570H	VNG0570H	437981	437877	Rev
VNG0581H	VNG0581H	445803	445519	Rev
VNG0624H	VNG0624H	476920	476594	Rev
VNG0660H	VNG0660H	503834	503451	Rev
VNG0698H	VNG0698H	528500	527838	Rev
VNG0788H	VNG0788H	592118	591960	Rev
VNG0934H	VNG0934H	712447	712277	Rev
VNG0978H	VNG0978H	744489	743899	Rev
VNG1096H	VNG1096H	840531	840226	Rev
VNG1189H	VNG1189H	896105	895710	Rev
VNG1194H	VNG1194H	899731	899525	Rev
VNG1220H	VNG1220H	919977	919657	Rev
VNG1281H	VNG1281H	960975	960598	Rev
VNG1283H	VNG1283H	962319	962122	Rev
VNG1289H	VNG1289H	965509	965297	Rev
VNG1292H	VNG1292H	966543	966433	Rev
VNG1295H	VNG1295H	967786	967598	Rev
VNG1366H	VNG1366H	1017722	1017498	Rev
VNG1376H	VNG1376H	1026759	1026598	Rev
VNG1402H	VNG1402H	1041458	1040979	Rev
VNG1403H	VNG1403H	1042369	1041977	Rev
VNG1461H	VNG1461H	1082767	1082558	Rev
VNG1514H	VNG1514H	1126644	1126039	Rev
VNG1519H	VNG1519H	1128008	1127802	Rev
VNG1598H	VNG1598H	1192099	1191887	Rev
VNG1621H	VNG1621H	1207039	1206587	Rev
VNG1630H	VNG1630H	1214690	1214460	Rev
VNG1800H	VNG1800H	1333676	1333488	Rev
VNG1802H	VNG1802H	1335148	1334330	Rev
VNG1827H	VNG1827H	1349077	1348760	Rev
VNG1832H	VNG1832H	1352584	1352447	Rev
VNG1848H	VNG1848H	1364264	1363965	Rev
VNG1889H	VNG1889H	1397267	1397016	Rev
VNG1919H	VNG1919H	1418989	1418633	Rev
VNG1943H	VNG1943H	1432788	1432624	Rev
VNG1960H	VNG1960H	1447639	1447472	Rev
VNG1991H	VNG1991H	1471497	1470958	Rev
VNG1999H	VNG1999H	1477636	1477157	Rev
VNG2008H	VNG2008H	1485321	1484971	Rev
VNG2029H	VNG2029H	1499095	1498706	Rev
VNG2044H	VNG2044H	1506779	1506501	Rev
VNG2098H	VNG2098H	1542343	1542152	Rev
VNG2129H	VNG2129H	1566074	1565970	Rev
VNG2133H	VNG2133H	1569532	1569143	Rev
VNG2177H	VNG2177H	1610333	1609959	Rev
VNG2187H	VNG2187H	1620665	1620450	Rev
VNG2268H	VNG2268H	1685743	1685555	Rev
VNG2277H	VNG2277H	1695795	1695466	Rev
VNG2304H	VNG2304H	1718060	1717824	Rev
VNG2342H	VNG2342H	1752277	1751876	Rev
VNG2379H	VNG2379H	1783593	1783342	Rev
VNG2402H	VNG2402H	1802985	1802884	Rev
VNG2412H	VNG2412H	1809071	1808796	Rev
VNG2477H	VNG2477H	1855378	1855274	Rev
VNG2495H	VNG2495H	1865133	1864888	Rev
VNG2511H	VNG2511H	1882320	1882192	Rev
VNG2523H	VNG2523H	1891115	1890714	Rev
VNG2544H	VNG2544H	1907088	1906996	Rev
VNG2599H	VNG2599H	1943547	1943389	Rev
VNG2633H	VNG2633H	1970495	1970301	Rev
VNG2674H	VNG2674H	2006856	2006449	Rev
VNG0015H	VNG0015H	13644	13465	Rev
VNG0020H	VNG0020H	16051	15422	Rev
VNG0024H	VNG0024H	20023	19706	Rev
VNG0025H	VNG0025H	20482	20222	Rev
VNG0027H	VNG0027H	22750	22106	Rev
VNG0029H	VNG0029H	24564	24112	Rev
VNG0033H	VNG0033H	29913	29479	Rev
VNG0039H	VNG0039H	32890	32558	Rev
VNG0052H	VNG0052H	48473	47202	Rev
VNG0054H	VNG0054H	49972	49355	Rev
VNG0056H	VNG0056H	51970	50567	Rev
VNG0058H	VNG0058H	55745	54699	Rev
VNG0072H	VNG0072H	67491	67060	Rev
VNG0076H	VNG0076H	69419	69303	Rev
VNG0079H	VNG0079H	71342	71130	Rev
VNG0105H	VNG0105H	87219	86737	Rev
VNG0112H	VNG0112H	96543	96013	Rev
VNG0116H	VNG0116H	101715	100894	Rev
VNG0117H	VNG0117H	102309	102037	Rev
VNG0119H	VNG0119H	103021	102866	Rev
VNG0125H	VNG0125H	107189	106806	Rev
VNG0141H	VNG0141H	117579	117316	Rev
VNG0143H	VNG0143H	118700	118290	Rev
VNG0148H	VNG0148H	120364	120257	Rev
VNG0150H	VNG0150H	123561	122893	Rev
VNG0168H	VNG0168H	144202	143501	Rev
VNG0176H	VNG0176H	152615	151878	Rev
VNG0178H	VNG0178H	154470	153493	Rev
VNG0187H	VNG0187H	161201	160467	Rev
VNG0195H	VNG0195H	167121	166684	Rev
VNG0196H	VNG0196H	168054	167797	Rev
VNG0198H	VNG0198H	170389	169724	Rev
VNG0204H	VNG0204H	172646	171927	Rev
VNG0205H	VNG0205H	173824	173540	Rev
VNG0210H	VNG0210H	177296	177096	Rev
VNG0216H	VNG0216H	183858	183652	Rev
VNG0227H	VNG0227H	192635	192375	Rev
VNG0233H	VNG0233H	196281	196045	Rev
VNG0237H	VNG0237H	197186	197055	Rev
VNG0258H	VNG0258H	210989	210642	Rev
VNG0280H	VNG0280H	224468	223521	Rev
VNG0289H	VNG0289H	231817	231158	Rev
VNG0291H	VNG0291H	232645	231866	Rev
VNG0293H	VNG0293H	232952	232686	Rev
